id_src;opr_name;opr_nick;inn;bdpn_code;name_brand
10979;ЗАО "КОМПЛАТ-ТЕЛЕКОМ";ЗАО "КОМПЛАТ-ТЕЛЕКОМ";7704651869;;
10980;ООО "Вэб3тел мск";ООО "Вэб3тел мск";7704708770;;
10981;ООО "ИТХ";ООО "ИТХ";7704734586;;
10982;ООО "Мастерсвязь";ООО "Мастерсвязь";7704807883;;
10983;ООО "ТМ Оператор Групп";ООО "ТМ Оператор Групп";7704812636;;
10984;ООО "Энтер Телеком";ООО "Энтер Телеком";7704821824;;
10985;АО "МТТ";АО "МТТ";7705017253;42=mMTT;
10986;АО "МУС Энергетики";АО "МУС Энергетики";7705039240;;
10987;ООО "Н Си Ай";ООО "Н Си Ай";7705295363;;
10988;ООО "Теленэт";ООО "Теленэт";7705348791;;
10989;ООО "МАТРИКС телеком";ООО "МАТРИКС телеком";7705348953;57=mMATRIKS;
10990;ООО "Релсофт коммуникейшнс";ООО "Релсофт коммуникейшнс";7705398190;;
10991;АО "КРЕДО-ТЕЛЕКОМ";АО "КРЕДО-ТЕЛЕКОМ";7705451686;;
10992;ООО "ИНФОРМ";ООО "ИНФОРМ";7705514400;;
10993;ООО "ТК "ЦЕНТРОСВЯЗЬ";ООО "ТК "ЦЕНТРОСВЯЗЬ";7705593507;;
10994;ООО "Юнисел";ООО "Юнисел";7705696492;;
10995;ООО "Лардекс";ООО "Лардекс";7705698605;;
10996;ООО "КватроПлюс";ООО "КватроПлюс";7705699768;;
10997;ООО "ИКА Телеком";ООО "ИКА Телеком";7705810039;;
10998;АО "УКСНГС";АО "УКСНГС";7705848459;;
10999;ООО "ЛОВИТЕЛ";ООО "ЛОВИТЕЛ";7705990180;;
11000;ООО "РТС Телеком";ООО "РТС Телеком";7706216580;;
11001;АО "ЭНЛАИН";АО "ЭНЛАИН";7706219260;;
11002;ФГУП «ГРЧЦ»;ФГУП «ГРЧЦ»;7706228218;;
11003;ООО "Новион";ООО "Новион";7706248253;;
11004;ООО "ЛегионКом";ООО "ЛегионКом";7706305286;;
11005;ООО "МТ6";ООО "МТ6";7706433175;;
11006;ООО "Аркатек";ООО "Аркатек";7706445237;;
11007;ООО "Теле.ру";ООО "Теле.ру";7706538467;;
11008;ООО "ЛАСНЕТ";ООО "ЛАСНЕТ";7706616740;;
11009;АО "Гринатом";АО "Гринатом";7706729736;;
11010;ООО "СвязьНавигатор";ООО "СвязьНавигатор";7706801608;;
11011;РГГУ;РГГУ;7707033405;;
11012;ПАО "Ростелеком";ПАО "Ростелеком";7707049388;20=mRTK;
11013;ФГУП "Морсвязьспутник";ФГУП "Морсвязьспутник";7707074779;;
11014;ООО "Сервис-Коммюникэйшн";ООО "Сервис-Коммюникэйшн";7707244004;;
11015;ООО "ОС-Телеком";ООО "ОС-Телеком";7707340526;;
11016;ООО "ИНТЕР-СВЯЗЬ-ГРУПП";ООО "ИНТЕР-СВЯЗЬ-ГРУПП";7707372454;;
11017;ООО "ЗЕОНИТ";ООО "ЗЕОНИТ";7707656103;;
11018;ООО "ОТКРЫТАЯ ТЕЛЕКОММУНИКАЦИОННАЯ КОМПАНИЯ";ООО "ОТКРЫТАЯ ТЕЛЕКОММУНИКАЦИОННАЯ КОМПАНИЯ";7707715503;;
11019;ООО "Фонет Телеком";ООО "Фонет Телеком";7707781506;;
11020;ООО "СИМ ТЕЛЕКОМ";ООО "СИМ ТЕЛЕКОМ";7707840631;47=mSIMTEL;
11021;АО "Учрежденческий телефонный узел";АО "Учрежденческий телефонный узел";7708021650;;
11022;ООО "НПП "ЛОГИКА";ООО "НПП "ЛОГИКА";7708095080;;
11023;ООО "СДК";ООО "СДК";7708097842;;
11024;ООО ИК "СИБИНТЕК";ООО ИК "СИБИНТЕК";7708119944;1=mSIBINTEK;
11025;АО "РТКомм.РУ";АО "РТКомм.РУ";7708126998;;
11026;ООО "ТехСтандарт-С";ООО "ТехСтандарт-С";7708190369;;
11027;ООО "СТИКС-ИТ";ООО "СТИКС-ИТ";7708243638;;
11028;ООО "НТЦ Комплексная безопасность";ООО "НТЦ Комплексная безопасность";7708385720;;
11029;ОАО "РЖД";ОАО "РЖД";7708503727;;
11030;ООО "ВиЛэнд";ООО "ВиЛэнд";7708511340;;
11031;ООО "СПУТНИК";ООО "СПУТНИК";7708575182;;
11032;ООО "Интер-Связь";ООО "Интер-Связь";7708606560;;
11033;Публичное акционерное общество "Объединенная авиастроительная корпорация";Публичное акционерное общество "Объединенная авиастроительная корпорация";7708619320;;
11034;ООО "Мегатон";ООО "Мегатон";7708639020;;
11035;ООО "Кловертел";ООО "Кловертел";7708789018;;
11036;ОАО НИИСА;ОАО НИИСА;7709001494;;
11037;ООО "ТРУ СИСТЕМ";ООО "ТРУ СИСТЕМ";7709060860;;
11038;АО "Компания ТрансТелеКом";АО "Компания ТрансТелеКом";7709219099;;
11039;ООО "НИИР-РадиоНет";ООО "НИИР-РадиоНет";7709229629;;
11040;ООО "КомФинанс";ООО "КомФинанс";7709304330;;
11041;ООО "КомМастер";ООО "КомМастер";7709319311;;
11042;ООО "ПЛАСИНФО";ООО "ПЛАСИНФО";7709342342;;
11043;ООО "ТТК-Связь";ООО "ТТК-Связь";7709362765;20=mKTTK,15=mTTKSV;
11044;АО "Сети и сервисы";АО "Сети и сервисы";7709411412;;
11045;ООО "А.Б.Н. Коммуникации";ООО "А.Б.Н. Коммуникации";7709453331;;
11046;ООО "Манго Телеком";ООО "Манго Телеком";7709501144;;
11047;ООО "Транспортная телекоммуникационная компания";ООО "Транспортная телекоммуникационная компания";7709562556;;
11048;ООО "Новое строительство";ООО "Новое строительство";7709563302;;
11049;ООО "РадиоКом-С";ООО "РадиоКом-С";7709614035;;
11050;ООО "Мосинфоком";ООО "Мосинфоком";7709634017;;
11051;ООО "Белитон";ООО "Белитон";7709643029;;
11052;ООО "старт-айти";ООО "старт-айти";7709715467;;
11053;АО "МСТН";АО "МСТН";7709731275;;
11054;ООО "Информационные системы";ООО "Информационные системы";7709833076;;
11055;ООО "РЕГИСТРАТОР";ООО "РЕГИСТРАТОР";7709963967;;
11056;ПАО "МГТС";ПАО "МГТС";7710016640;1=mMGTS;
11057;ОАО "АСВТ";ОАО "АСВТ";7710030404;;
11058;ЗАО "Стройсервис";ЗАО "Стройсервис";7710034550;;
11059;ЗАО "ОРЛИКОВ-5";ЗАО "ОРЛИКОВ-5";7710035071;;
11060;ПАО "Центральный телеграф";ПАО "Центральный телеграф";7710146208;;
11061;ГБУ "ФХУ Мэрии Москвы";ГБУ "ФХУ Мэрии Москвы";7710177774;;
11062;ООО "НОВАТЕЛ";ООО "НОВАТЕЛ";7710226911;;
11063;ООО "НОВОСИСТЕМ";ООО "НОВОСИСТЕМ";7710311878;;
11064;ООО "Гран При Телеком";ООО "Гран При Телеком";7710379690;;
11065;ООО "ТЕЛЕКОМ ТЗ";ООО "ТЕЛЕКОМ ТЗ";7710383375;;
11066;АО "Международный аэропорт "Внуково";АО "Международный аэропорт "Внуково";7710404473;;
11067;ООО "Тевия";ООО "Тевия";7710424110;;
11068;ООО "Техноком Групп";ООО "Техноком Групп";7710428315;;
11069;АО "МАСТЕРТЕЛ";АО "МАСТЕРТЕЛ";7710436796;;
11070;ООО "Оранж Бизнес Сервисез";ООО "Оранж Бизнес Сервисез";7710456087;;
11071;ЗАО "Телеком-Оптим";ЗАО "Телеком-Оптим";7710501290;;
11072;ООО "Плюс Телеком";ООО "Плюс Телеком";7710591209;;
11073;ОАО "Связьинформ";ОАО "Связьинформ";7710707365;;
11074;АО "НэтУан Рус";АО "НэтУан Рус";7710728559;;
11075;ООО "Телепорт+ТВ";ООО "Телепорт+ТВ";7710892855;;
11076;АО "Пауэр Телеком";АО "Пауэр Телеком";7710892904;;
11077;ООО "Супер телеком";ООО "Супер телеком";7710965768;;
11078;ООО "Технологии и сети";ООО "Технологии и сети";7711090340;;
11079;ФГУП РСВО;ФГУП РСВО;7712005121;;
11080;АО "НэтЛайн";АО "НэтЛайн";7712091843;;
11081;ОАО "Международный аэропорт Шереметьево";ОАО "Международный аэропорт Шереметьево";7712094033;;
11082;ООО "СОТЕЛ";ООО "СОТЕЛ";7712102781;;
11083;ООО "ХАРВЕСТР";ООО "ХАРВЕСТР";7713013044;;
11084;ПАО "Вымпел-Коммуникации";ПАО "Вымпел-Коммуникации";7713076301;99=mBEELINE;
11085;ЗАО "ВК-Телеком";ЗАО "ВК-Телеком";7713344631;;
11086;ООО "ВВК-Телеком";ООО "ВВК-Телеком";7713417960;;
11087;ООО "ТЕЛЕКОМПРОЕКТ";ООО "ТЕЛЕКОМПРОЕКТ";7713562710;;
11088;ООО "АСТЕЛНЕТ";ООО "АСТЕЛНЕТ";7713574272;;
11089;ООО "КОРДИС ТЕЛЕКОМ";ООО "КОРДИС ТЕЛЕКОМ";7713602071;;
11090;ООО "Интеграл";ООО "Интеграл";7713621010;;
11091;ООО "АйронТелеком";ООО "АйронТелеком";7713644963;;
11092;Публичное акционерное общество "Авиационный комплекс им. С.В. Ильюшина";Публичное акционерное общество "Авиационный комплекс им. С.В. Ильюшина";7714027882;;
11093;ООО "МП ЯРМАК";ООО "МП ЯРМАК";7714060840;;
11094;ООО "Мифрил+";ООО "Мифрил+";7714117938;;
11095;ООО "НТСИ Телеком";ООО "НТСИ Телеком";7714124325;;
11096;ООО "Наука-Связь";ООО "Наука-Связь";7714158099;;
11097;ООО "М9 ком";ООО "М9 ком";7714203320;;
11098;ООО "АВГА-ТЕРРА";ООО "АВГА-ТЕРРА";7714272355;;
11099;АО "СВЯЗЬ";АО "СВЯЗЬ";7714278935;;
11100;ООО "Деловое партнерство";ООО "Деловое партнерство";7714504091;;
11101;ЗАО "МЕГАНЕТ";ЗАО "МЕГАНЕТ";7714541576;;
11102;ООО "Бизнес система телеком";ООО "Бизнес система телеком";7714553860;;
11103;ООО "СанТел";ООО "СанТел";7714569853;;
11104;ООО "Городские линии";ООО "Городские линии";7714631999;;
11105;ООО "Славия";ООО "Славия";7714758184;;
11106;ООО "СипСвязь";ООО "СипСвязь";7714804546;;
11107;ООО "АТС телеком";ООО "АТС телеком";7714817150;;
11108;ООО "Мортон Телеком";ООО "Мортон Телеком";7714822810;;
11109;ООО "СкайТЕЛ";ООО "СкайТЕЛ";7714885619;;
11110;ООО "МИКРОТЕК";ООО "МИКРОТЕК";7714932918;;
11111;ООО "РУСФОН";ООО "РУСФОН";7714933598;;
11112;ООО "МедиаСети";ООО "МедиаСети";7714955136;;
11113;ИП Амелькин Александр Николаевич;ИП Амелькин Александр Николаевич;771502761646;;
11114;РУТ (МИИТ);РУТ (МИИТ);7715027733;;
11115;АО "ГЛОБУС-ТЕЛЕКОМ";АО "ГЛОБУС-ТЕЛЕКОМ";7715227394;;
11116;ООО "ИНТЕЛЛИН";ООО "ИНТЕЛЛИН";7715232595;;
11117;ООО "е-Стайл Ай-Эс-Пи";ООО "е-Стайл Ай-Эс-Пи";7715239590;;
11118;АО "КантриКом";АО "КантриКом";7715296373;;
11119;ООО "ЭКСТРИМ";ООО "ЭКСТРИМ";7715354219;;
11120;ООО "ГРИФИН";ООО "ГРИФИН";7715389966;;
11121;ООО "СТК "Комтелеком";ООО "СТК "Комтелеком";7715415528;;
11122;ООО "СОФТ";ООО "СОФТ";7715431625;;
11123;ООО "Единая Справочная Служба";ООО "Единая Справочная Служба";7715518210;;
11124;ООО "АПМ Технология";ООО "АПМ Технология";7715542124;;
11125;ООО "Фаворит Телеком";ООО "Фаворит Телеком";7715570700;;
11126;ООО "Антарес";ООО "Антарес";7715650666;28=mAntares;
11127;ООО "Иридиум Коммьюникешенс";ООО "Иридиум Коммьюникешенс";7715733344;;
11128;ООО "Биз Телеком";ООО "Биз Телеком";7715755732;;
11129;ООО "Главсвязь";ООО "Главсвязь";7715791593;;
11130;АО "Смарт Инжиниринг";АО "Смарт Инжиниринг";7715797637;;
11131;ООО "Ситител";ООО "Ситител";7715798292;;
11132;ООО "Веста Телеком";ООО "Веста Телеком";7715835924;;
11133;АО "СанСим";АО "СанСим";7715845841;;
11134;ООО "Магистральный Телеком";ООО "Магистральный Телеком";7715907671;;
11135;ООО "Вокс Групп";ООО "Вокс Групп";7715934587;;
11136;ООО "ПатекТелеком";ООО "ПатекТелеком";7715955210;;
11137;ООО "Премьер-Телеком";ООО "Премьер-Телеком";7715975897;;
11138;ООО "ЭКОНОТЕЛ";ООО "ЭКОНОТЕЛ";7715990969;;
11139;ООО "Геликон-Эппл";ООО "Геликон-Эппл";7716196741;;
11140;ООО "ИНФОРМАЦИОННО-ИЗМЕРИТЕЛЬНЫЕ СИСТЕМЫ";ООО "ИНФОРМАЦИОННО-ИЗМЕРИТЕЛЬНЫЕ СИСТЕМЫ";7716207224;;
11141;ООО "Программа гуманитарных коммуникаций";ООО "Программа гуманитарных коммуникаций";7716214550;;
11142;ООО "Сателлит Телеком";ООО "Сателлит Телеком";7716219981;;
11143;ООО "АЛЕКСтел";ООО "АЛЕКСтел";7716509546;;
11144;ООО "Открытые системы";ООО "Открытые системы";7716531767;;
11145;ООО "Аветел";ООО "Аветел";7716674839;;
11146;ООО "Фаст Телеком";ООО "Фаст Телеком";7716691400;;
11147;ООО "СИБЕСТ";ООО "СИБЕСТ";7716831288;;
11148;ООО "Мирател";ООО "Мирател";7716941604;;
11149;АО "Гипромез";АО "Гипромез";7717008359;;
11150;ОАО "ГК "КОСМОС";ОАО "ГК "КОСМОС";7717016198;;
11151;ОАО "КОМКОР";ОАО "КОМКОР";7717020170;;
11152;ФГУП "ТТЦ  "Останкино";ФГУП "ТТЦ  "Останкино";7717022723;;
11153;ОАО "Калибр";ОАО "Калибр";7717042053;;
11154;РТРС;РТРС;7717127211;;
11155;ЗАО "КРАУС-М";ЗАО "КРАУС-М";7717127797;;
11156;ООО "Саммит Системс";ООО "Саммит Системс";7717292712;;
11157;ЗАО "ИТ";ЗАО "ИТ";7717583447;;
11158;ООО "Арктур";ООО "Арктур";7717590050;;
11159;ООО "Астран";ООО "Астран";7717647570;18=mASTRAN;
11160;ООО "ПремьерКом";ООО "ПремьерКом";7717731198;;
11161;ООО "Глобустел";ООО "Глобустел";7717747864;;
11162;ООО "Реконструкция";ООО "Реконструкция";7717800772;;
11163;ООО "Интелеком";ООО "Интелеком";7718003628;;
11164;АО "ЭКСПОЦЕНТР";АО "ЭКСПОЦЕНТР";7718033809;;
11165;ООО "КОННЕКТМИ";ООО "КОННЕКТМИ";7718164368;;
11166;ООО "Связь и Строительство";ООО "Связь и Строительство";7718189355;;
11167;ООО "Интертрейс";ООО "Интертрейс";7718280117;;
11168;ООО "ЛИТ-ТЕЛЕКОМ";ООО "ЛИТ-ТЕЛЕКОМ";7718305555;;
11169;ООО "Первый Телеком";ООО "Первый Телеком";7718501140;;
11170;АО "ОКБ-Телеком";АО "ОКБ-Телеком";7718669760;;
11171;ООО "Эль-НЭТ";ООО "Эль-НЭТ";7718701365;;
11172;ООО "Тайм Лайн";ООО "Тайм Лайн";7718719926;;
11173;ООО "Гравител";ООО "Гравител";7718753204;;
11174;АО "Воентелеком";АО "Воентелеком";7718766718;;
11175;ООО "ТЕТА ТЕЛЕКОМ";ООО "ТЕТА ТЕЛЕКОМ";7718773578;;
11176;ООО "Поставщик Интеграционных Решений";ООО "Поставщик Интеграционных Решений";7718779114;;
11177;ООО "СоюзИнформМедиа Групп";ООО "СоюзИнформМедиа Групп";7718873597;;
11178;ООО "РМ-Телеком";ООО "РМ-Телеком";7718936014;;
11179;ООО "ИНТЕЛПОРТ";ООО "ИНТЕЛПОРТ";7718945876;;
11180;ООО "КТК ТЕЛЕКОМ";ООО "КТК ТЕЛЕКОМ";7718999159;60=mKTKTEL;
11181;Общество с ограниченной ответственностью "Отдельное конструкторское бюро "ПРОГРЕСС";Общество с ограниченной ответственностью "Отдельное конструкторское бюро "ПРОГРЕСС";7719007449;;
11182;ООО "Энерготелемонтаж";ООО "Энерготелемонтаж";7719188379;;
11183;ООО "Проф-Комм";ООО "Проф-Комм";7719201774;;
11184;ООО "Веллес Телеком";ООО "Веллес Телеком";7719251246;;
11185;ООО "ТНС-РУ";ООО "ТНС-РУ";7719403594;;
11186;ООО "ВИТ";ООО "ВИТ";7719464854;;
11187;ООО "ГЛОНАСС МОБАЙЛ";ООО "ГЛОНАСС МОБАЙЛ";7719494560;;
11188;ООО "Технология Содействия";ООО "Технология Содействия";7719500492;;
11189;ООО "ПГК" ТЛК";ООО "ПГК" ТЛК";7719738150;;
11190;АО "НПО "Базальт";АО "НПО "Базальт";7719830028;;
11191;ООО "Телеком-Холдинг";ООО "Телеком-Холдинг";7720194987;;
11192;ООО "Регионсеть";ООО "Регионсеть";7720238313;;
11193;ООО "СИТИТЕЛЕКОМ";ООО "СИТИТЕЛЕКОМ";7720288314;;
11194;ООО "Лига Связи";ООО "Лига Связи";7720313169;;
11195;ООО "РТ-ТЕЛЕКОМ";ООО "РТ-ТЕЛЕКОМ";7720364759;;
11196;ООО "Софтлайн";ООО "Софтлайн";7720434879;;
11197;ООО "ПЕРВАЯ БАЗА";ООО "ПЕРВАЯ БАЗА";7720519025;;
11198;ЗАО "Джи Ти Эн Ти";ЗАО "Джи Ти Эн Ти";7720585980;;
11199;ООО "ВИП-ТЕЛЕКОМ-СЕРВИС";ООО "ВИП-ТЕЛЕКОМ-СЕРВИС";7720595499;;
11200;ООО "Новые Технологии Автоматизации";ООО "Новые Технологии Автоматизации";7720649419;;
11201;ООО "Рэд Касл";ООО "Рэд Касл";7720732392;;
11202;ООО "ИНФОКОМ";ООО "ИНФОКОМ";7720833785;;
11203;ООО "НЭТВЭЙ";ООО "НЭТВЭЙ";7721219659;;
11204;ООО "АВК-Компьютер";ООО "АВК-Компьютер";7721237513;;
11205;АО "ВНИИАЭС";АО "ВНИИАЭС";7721247141;;
11206;ООО "Юнионтел";ООО "Юнионтел";7721344988;;
11207;ООО "АРЕНТЕЛ";ООО "АРЕНТЕЛ";7721545589;;
11208;ООО "Сервисное Бюро ВИП";ООО "Сервисное Бюро ВИП";7721581322;;
11209;АО "ТранкМобайл";АО "ТранкМобайл";7721601917;;
11210;ОАО "Концерн Росэнергоатом";ОАО "Концерн Росэнергоатом";7721632827;;
11211;ООО "Гарастель";ООО "Гарастель";7721667964;;
11212;ООО "Трейднет";ООО "Трейднет";7721689703;;
11213;ООО "Связь Альянс";ООО "Связь Альянс";7721705095;;
11214;АО "Интеллектуальная сеть";АО "Интеллектуальная сеть";7721846794;;
11215;ЗАО "Москабельмет";ЗАО "Москабельмет";7722015841;;
11216;ФГБОУ ВО "НИУ "МЭИ";ФГБОУ ВО "НИУ "МЭИ";7722019652;;
11217;ООО "ОКБ-Телеком";ООО "ОКБ-Телеком";7722133570;;
11218;ООО "Связьконтактинформ";ООО "Связьконтактинформ";7722307450;;
11219;ООО "КВИКЛАЙН";ООО "КВИКЛАЙН";7722405087;;
11220;ООО "ЮнитТелеком";ООО "ЮнитТелеком";7722553712;;
11221;АО "ТЕЛЕПОРТ ТЕЛЕКОМ";АО "ТЕЛЕПОРТ ТЕЛЕКОМ";9728166992;;
11222;ООО "Динкор Медиа Груп";ООО "Динкор Медиа Груп";7722704721;;
11223;ООО "Телепарк";ООО "Телепарк";7722759939;;
11224;ООО "Соноре Телеком";ООО "Соноре Телеком";7722809770;;
11225;ООО "Войс Коннект";ООО "Войс Коннект";7723376914;;
11226;ОАО "НПО "ЦНИИТМАШ";ОАО "НПО "ЦНИИТМАШ";7723564851;;
11227;ООО "БСИ ИНЖИНИРИНГ";ООО "БСИ ИНЖИНИРИНГ";7723608509;;
11228;ООО "Спринт";ООО "Спринт";7723613650;43=mSPRINT;
11229;ООО "Некстел";ООО "Некстел";7723614125;;
11230;ООО "Русские системы";ООО "Русские системы";7723619170;;
11231;ООО "Глобал Телеком";ООО "Глобал Телеком";7723635005;48=mGLOBAL;
11232;ООО "Мастернет";ООО "Мастернет";7723635573;;
11233;ООО "Ситител";ООО "Ситител";7723655361;;
11234;ООО "Интерком Технолоджи";ООО "Интерком Технолоджи";7723714634;;
11235;ООО "Универсум телеком";ООО "Универсум телеком";7723720557;;
11236;ОАО "Инвестпроект";ОАО "Инвестпроект";7724008864;;
11237;АО "Коннэкто";АО "Коннэкто";7724201240;;
11238;ООО "РУСТЕКО";ООО "РУСТЕКО";7724202565;;
11239;ООО "ТЕКС Групп";ООО "ТЕКС Групп";7724338446;;
11240;ООО "ЭДНОТ";ООО "ЭДНОТ";7724387549;;
11241;ООО "Технологии связи и телекоммуникаций";ООО "Технологии связи и телекоммуникаций";7724433410;;
11242;ООО "ЛайтКом";ООО "ЛайтКом";7724483115;;
11243;ООО "ЦентроСеть";ООО "ЦентроСеть";7724651994;;
11244;ООО "Бета Воип";ООО "Бета Воип";7724701236;;
11245;ООО "Метро-пэй";ООО "Метро-пэй";7724732403;;
11246;ООО "ИТ бизнес";ООО "ИТ бизнес";7724774072;;
11247;ООО "Костком";ООО "Костком";7724785684;;
11248;ООО "ПрофЛига";ООО "ПрофЛига";7724850622;;
11249;ООО "Универсум бит";ООО "Универсум бит";7725153180;;
11250;ООО "Компания СФТ";ООО "Компания СФТ";7725314920;;
11251;АО "РетнНет";АО "РетнНет";7725545445;;
11252;ООО "Бигфут Телеком";ООО "Бигфут Телеком";7725573675;;
11253;ООО "Горизонт-Телеком";ООО "Горизонт-Телеком";7725665044;;
11254;ООО "Интеллект НЭТ";ООО "Интеллект НЭТ";7725687390;;
11255;ООО "Сонет";ООО "Сонет";7725726642;;
11256;ООО "ЗВИ Телеком";ООО "ЗВИ Телеком";7725733551;;
11257;ООО "БИТ-ЦЕНТР";ООО "БИТ-ЦЕНТР";7725759983;;
11258;ООО "СИПКОМ";ООО "СИПКОМ";7725761534;;
11259;ООО "Телетай";ООО "Телетай";7725782439;;
11260;Общество с ограниченной ответственностью "Серпуховской Двор - II";Общество с ограниченной ответственностью "Серпуховской Двор - II";7725817787;;
11261;ООО "РЕСЕТ";ООО "РЕСЕТ";7726377560;;
11262;АО "РЦС" (ИНН 7726457343);АО "РЦС" (ИНН 7726457343);7726457343;;
11263;ООО "Фастнет";ООО "Фастнет";7726525466;;
11264;ООО "СОВРЕМЕННЫЕ РЕШЕНИЯ";ООО "СОВРЕМЕННЫЕ РЕШЕНИЯ";7726535270;;
11265;ООО "НекстТелл";ООО "НекстТелл";7726545230;;
11266;ООО "Новая Телекоммуникационная Компания";ООО "Новая Телекоммуникационная Компания";7726563888;;
11267;ООО "Форвард Телеком ЛТД";ООО "Форвард Телеком ЛТД";7726735939;;
11268;ООО "Домонет";ООО "Домонет";7726762643;;
11269;ООО "Мир Митино Телеком";ООО "Мир Митино Телеком";7727307037;;
11270;Общество с ограниченной ответственностью "ПРИВЕТ, ИНТЕРНЕТ";Общество с ограниченной ответственностью "ПРИВЕТ, ИНТЕРНЕТ";7727315937;;
11271;ООО "ТЕЛКОМНЭТ";ООО "ТЕЛКОМНЭТ";7727395481;;
11272;ООО "Тамос";ООО "Тамос";7727426098;;
11273;ООО "Новые мобильные коммуникации";ООО "Новые мобильные коммуникации";7727443720;45=mNMK;
11274;ООО "НТЦ Комплексные Системы";ООО "НТЦ Комплексные Системы";7727518140;;
11275;ООО "МСН Телеком";ООО "МСН Телеком";7727752084;37=mMSNTELECOM;
11276;ОАО "Г/К "Берлин";ОАО "Г/К "Берлин";7727841506;;
11277;ООО "КРОМИКС";ООО "КРОМИКС";7727842771;20=mKROMIX;
11278;НАО "МАСАРМАТ";НАО "МАСАРМАТ";7728021739;;
11279;ОАО "Поликварт-Телеком";ОАО "Поликварт-Телеком";7728190688;;
11280;ООО "А.Б.-Электроникс";ООО "А.Б.-Электроникс";7728227867;;
11281;ООО "Телеком Сервис";ООО "Телеком Сервис";7728298875;;
11282;ООО "СИПНЕТ";ООО "СИПНЕТ";7728339602;;
11283;ООО "Коннектика" (ИНН 7728388695);ООО "Коннектика" (ИНН 7728388695);7728388695;;
11284;ООО "Международная компания связи";ООО "Международная компания связи";7728429849;;
11285;АО "МирТелеКом имени Э.К. Первышина";АО "МирТелеКом имени Э.К. Первышина";7728512381;;
11286;АО "РЦС" (ИНН 7728526472);АО "РЦС" (ИНН 7728526472);7728526472;;
11287;ООО "НьюЛайнс";ООО "НьюЛайнс";7728532116;;
11288;ООО "Связьинформ";ООО "Связьинформ";7728623099;;
11289;ООО "А2";ООО "А2";7728628139;;
11290;ООО "Группа МосЛайн";ООО "Группа МосЛайн";7728715511;;
11291;ООО "Комплексные Телекоммуникации";ООО "Комплексные Телекоммуникации";7728796430;;
11292;ООО "Нанотел+";ООО "Нанотел+";7728831155;;
11293;ООО "МегаСвязь";ООО "МегаСвязь";7728845983;;
11294;ООО "Столица Телеком";ООО "Столица Телеком";7728848952;;
11295;ООО "НЕОЛИНК ГРУПП";ООО "НЕОЛИНК ГРУПП";7728849868;;
11296;ООО "ОДИ-Телеком";ООО "ОДИ-Телеком";7728875314;;
11297;АО "ЦЕНТР-ТЕЛКО";АО "ЦЕНТР-ТЕЛКО";7729150663;;
11298;ООО "КРОНИКС ПЛЮС";ООО "КРОНИКС ПЛЮС";7729342140;;
11299;АО "МультиЛайн";АО "МультиЛайн";7729356079;;
11300;ООО "РуссНет";ООО "РуссНет";7729395783;;
11301;ООО "РЕКОНН";ООО "РЕКОНН";7729472290;;
11302;ООО "АйТиЭс Коннект";ООО "АйТиЭс Коннект";7729472340;;
11303;АО "АЛЬТАГЕН";АО "АЛЬТАГЕН";7729598896;;
11304;ООО "К50";ООО "К50";7729751632;;
11305;Гохран России;Гохран России;7730087409;;
11306;Акционерное общество "Государственный космический научно-производственный центр имени М.В. Хруничева";Акционерное общество "Государственный космический научно-производственный центр имени М.В. Хруничева";7730239877;;
11307;ООО "НетКом-Р";ООО "НетКом-Р";7730516760;;
11308;ООО "Лираль-Телеком";ООО "Лираль-Телеком";7730528075;;
11309;АО "ТЕЛЕДИСКОНТ";АО "ТЕЛЕДИСКОНТ";7730538563;;
11310;ООО "Цифровые соединения";ООО "Цифровые соединения";7730666558;;
11311;ООО "Буран-Телеком";ООО "Буран-Телеком";7731134891;;
11312;ФГКУ "Войсковая часть 43753";ФГКУ "Войсковая часть 43753";7731150251;;
11313;АО "АУДИОТЕЛЕ";АО "АУДИОТЕЛЕ";7731251901;;
11314;АО "Фингрупп";АО "Фингрупп";7731423893;;
11315;ЗАО "Фотон Телеком";ЗАО "Фотон Телеком";7731432930;;
11316;ООО "ГрандКонсалт";ООО "ГрандКонсалт";7731463078;;
11317;ООО "ИРИС-ТЕЛ";ООО "ИРИС-ТЕЛ";7731474954;;
11318;ООО "Сафетель";ООО "Сафетель";7731483645;;
11319;ООО "Связь-Строй";ООО "Связь-Строй";7731506451;;
11320;ООО "Система Сервис";ООО "Система Сервис";7731597145;;
11321;ООО "Хай-Тек Медиа Клуб";ООО "Хай-Тек Медиа Клуб";7731651843;;
11322;ООО "МРТЗ-Телеком";ООО "МРТЗ-Телеком";7731659962;;
11323;ООО "Телекоммуникации СМАРТ";ООО "Телекоммуникации СМАРТ";7733117838;;
11324;ООО "Теслател";ООО "Теслател";7733275344;;
11325;ООО "МАВОТЕЛ";ООО "МАВОТЕЛ";7733347091;;
11326;ООО "СДМ-Телеком";ООО "СДМ-Телеком";7733367115;;
11327;ООО "Капитал Телеком";ООО "Капитал Телеком";7733654776;;
11328;ООО "Телеком-ВИСТ";ООО "Телеком-ВИСТ";7733720884;;
11329;ООО "Интеллект Телеком";ООО "Интеллект Телеком";7733806972;;
11330;ООО "Вектортел";ООО "Вектортел";7733807415;;
11331;ООО "Бизнес Клауд";ООО "Бизнес Клауд";7733808320;;
11332;ООО "Интернод";ООО "Интернод";7733808377;49=mInternod;
